customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,clv,spend_category
8780-yrmtt,female,0,0,0,66,0,no,dsl,yes,yes,yes,yes,no,no,two year,1,mailed check,47.4,3177.25,0,3128.4,medium
8348-hfyiv,male,0,0,0,2,0,no,dsl,no,no,yes,no,yes,yes,month-to-month,1,electronic check,49.25,90.35,1,98.5,medium
5140-fomcq,female,0,1,0,59,1,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,1,credit card (automatic),109.15,6557.75,0,6439.85,very_high
6242-sgyts,male,0,1,1,62,1,yes,fiber optic,yes,yes,no,no,yes,no,one year,1,credit card (automatic),94.95,5791.85,0,5886.9,high
8166-orchu,male,1,1,0,33,1,no,fiber optic,yes,yes,no,yes,no,yes,one year,1,electronic check,93.55,3055.5,0,3087.15,high
8414-ooeel,male,0,0,1,66,1,no,dsl,no,yes,yes,yes,yes,yes,two year,1,credit card (automatic),79.5,5196.1,0,5247,high
8454-aatjp,female,0,0,0,72,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,0,credit card (automatic),115.05,8405,0,8283.6,very_high
6849-wleyg,male,0,0,1,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.75,19.75,1,19.75,low
4659-nzruf,female,0,0,0,19,1,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,1,electronic check,95.15,1789.25,1,1807.85,high
4531-auznk,female,0,1,1,51,1,yes,fiber optic,yes,no,no,yes,yes,no,one year,1,mailed check,95.15,5000.05,0,4852.65,high
4191-xovom,male,0,0,0,63,1,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,0,electronic check,105.4,6713.2,0,6640.2,very_high
2150-oegbv,male,0,0,0,27,1,no,no,no,no,no,no,no,no,one year,0,bank transfer (automatic),20.1,562.6,0,542.7,low
8429-xibum,male,0,0,0,22,1,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,1,bank transfer (automatic),101.35,2317.1,1,2229.7,very_high
1855-cfulu,female,1,0,0,4,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.05,91.45,0,80.2,low
4878-bunfv,male,0,1,1,42,1,no,no,no,no,no,no,no,no,two year,0,mailed check,20.7,828.85,0,869.4,low
1872-ebwsc,female,0,0,0,29,1,no,no,no,no,no,no,no,no,one year,0,mailed check,20.35,617.35,0,590.15,low
2608-bhkfn,female,0,0,0,4,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,credit card (automatic),70.05,266.9,1,280.2,high
7026-ymsbe,male,0,0,0,30,1,no,no,no,no,no,no,no,no,one year,0,mailed check,19.7,625.05,0,591,low
7341-lxcaf,male,0,1,0,4,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,74.65,301.4,1,298.6,high
6997-uvgox,male,0,1,1,71,1,no,dsl,yes,yes,yes,yes,yes,yes,two year,0,bank transfer (automatic),85.45,6029.9,0,6066.95,high
9674-ehppg,male,0,1,0,46,0,no,dsl,yes,no,yes,yes,no,no,two year,0,credit card (automatic),40.4,1842.7,0,1858.4,medium
9462-mjuaw,male,0,0,0,4,1,yes,dsl,no,no,no,no,no,no,month-to-month,0,mailed check,50.4,206.6,1,201.6,medium
8128-yvjrg,female,0,0,0,7,1,yes,fiber optic,yes,no,no,no,no,no,month-to-month,1,mailed check,79.65,604.7,1,557.55,high
5440-vhlul,male,0,0,0,69,1,yes,fiber optic,no,yes,no,yes,yes,yes,one year,1,bank transfer (automatic),105.2,7386.05,0,7258.8,very_high
5781-bkhop,female,0,1,0,72,1,yes,fiber optic,yes,yes,yes,no,yes,no,two year,0,bank transfer (automatic),100.65,7334.05,0,7246.8,very_high
4283-futgf,male,1,0,0,19,1,yes,fiber optic,no,no,yes,no,no,no,month-to-month,1,electronic check,79.85,1471.75,1,1517.15,high
5213-twwju,male,0,0,0,28,1,no,fiber optic,no,no,yes,yes,no,yes,month-to-month,0,electronic check,91,2626.15,0,2548,high
1569-ttnyj,male,0,1,0,5,1,yes,fiber optic,no,yes,no,no,no,no,month-to-month,1,electronic check,78.75,412.1,1,393.75,high
8628-mfkax,female,1,1,0,72,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,1,credit card (automatic),116.75,8277.05,0,8406,very_high
2397-brlom,male,1,1,1,8,1,no,fiber optic,no,no,no,no,yes,no,month-to-month,1,credit card (automatic),80.45,583.45,1,643.6,high
7629-wixzf,female,0,0,0,7,1,no,dsl,yes,no,no,no,no,yes,one year,1,electronic check,59.1,369.25,0,413.7,medium
5445-glvot,female,0,0,0,22,1,no,dsl,yes,no,no,no,no,no,month-to-month,1,electronic check,49.8,1049.05,0,1095.6,medium
3976-hxhce,male,0,0,0,72,1,no,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),19.3,1414.8,0,1389.6,low
2466-nejoj,male,0,1,1,8,1,no,no,no,no,no,no,no,no,month-to-month,0,credit card (automatic),19.65,169.75,0,157.2,low
0254-kcjgt,male,0,1,0,52,1,yes,dsl,yes,yes,yes,yes,no,yes,one year,1,credit card (automatic),81.4,4354.45,0,4232.8,high
5472-cvmdx,female,0,0,0,68,0,no,dsl,yes,no,yes,yes,no,no,two year,0,mailed check,38.9,2719.2,0,2645.2,medium
6461-szmcv,female,0,1,0,71,1,yes,dsl,yes,yes,yes,yes,yes,yes,two year,0,bank transfer (automatic),87.95,6365.35,0,6244.45,high
8150-qudfx,male,0,0,0,2,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.85,51.6,0,39.7,low
9508-ilzdg,female,1,0,0,34,1,yes,fiber optic,no,yes,no,yes,yes,no,month-to-month,1,electronic check,96.35,3190.25,0,3275.9,high
2346-djqtb,female,0,0,0,35,0,no,dsl,no,no,no,no,no,no,month-to-month,0,electronic check,24.15,812.5,0,845.25,low
1697-lyyyx,female,0,1,1,61,1,no,no,no,no,no,no,no,no,one year,0,credit card (automatic),19.1,1143.8,0,1165.1,low
1942-oqfrw,male,0,0,0,1,1,no,dsl,no,no,no,no,no,no,month-to-month,0,electronic check,44,44,0,44,medium
4749-vfkvb,female,0,0,0,1,1,yes,dsl,no,no,no,no,no,no,month-to-month,1,mailed check,50.1,50.1,1,50.1,medium
9640-zsldc,female,0,1,1,53,1,no,dsl,no,no,yes,no,no,yes,one year,0,credit card (automatic),60.6,3297,0,3211.8,medium
4231-lzuym,female,0,1,0,72,1,yes,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),25.65,1887,0,1846.8,low
7598-uaasy,male,0,1,0,2,1,no,fiber optic,no,no,yes,no,no,no,month-to-month,0,electronic check,76.4,151.8,1,152.8,high
7938-ouhio,male,0,0,0,3,1,no,fiber optic,no,no,yes,yes,yes,yes,month-to-month,1,electronic check,98.7,293.65,1,296.1,high
8510-awcxc,female,1,0,0,13,1,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,1,electronic check,100.8,1308.1,1,1310.4,very_high
6128-aqbmt,male,1,1,0,41,0,no,dsl,no,yes,yes,no,yes,yes,month-to-month,1,electronic check,53.95,2215.4,0,2211.95,medium
3594-bdsoa,female,0,1,0,24,1,no,no,no,no,no,no,no,no,one year,0,credit card (automatic),20.4,482.8,0,489.6,low
0431-apwvy,female,0,1,1,28,1,no,fiber optic,no,no,no,no,yes,yes,one year,1,bank transfer (automatic),90.1,2598.95,1,2522.8,high
5133-vrsab,male,0,0,0,8,0,no,dsl,yes,no,no,no,no,no,month-to-month,0,mailed check,29.35,216.45,0,234.8,low
5996-daoql,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,20.45,20.45,0,20.45,low
6838-yauvy,female,0,0,0,54,1,yes,fiber optic,no,no,yes,yes,no,yes,two year,1,bank transfer (automatic),95.1,5064.85,0,5135.4,high
0484-jpbru,male,0,0,0,41,1,yes,no,no,no,no,no,no,no,month-to-month,1,bank transfer (automatic),25.25,996.45,0,1035.25,low
7883-rojoc,female,0,1,0,19,1,no,dsl,no,no,no,no,no,no,month-to-month,0,mailed check,44.9,839.65,0,853.1,medium
0244-lgnfy,female,0,1,1,72,1,yes,dsl,yes,yes,yes,yes,yes,yes,two year,0,bank transfer (automatic),92.65,6733,0,6670.8,high
7274-cgtod,male,0,0,0,62,0,no,dsl,yes,yes,yes,yes,no,no,two year,1,bank transfer (automatic),43.7,2618.3,0,2709.4,medium
4295-yuret,female,1,1,1,56,1,no,dsl,yes,no,no,yes,yes,yes,two year,1,credit card (automatic),72.6,4084.35,0,4065.6,high
3426-niyyl,male,0,0,0,15,1,yes,dsl,no,no,no,no,no,no,month-to-month,0,electronic check,51.55,765.5,1,773.25,medium
8225-btjau,male,1,0,0,10,1,no,fiber optic,no,no,no,no,no,yes,month-to-month,1,electronic check,79.25,793.55,1,792.5,high
4635-ejypd,male,0,1,1,32,1,no,no,no,no,no,no,no,no,two year,0,mailed check,18.95,613.95,0,606.4,low
1866-zsljm,male,0,0,0,21,1,no,no,no,no,no,no,no,no,month-to-month,0,credit card (automatic),20.5,402.85,0,430.5,low
4636-tvxvg,male,0,1,1,62,1,no,no,no,no,no,no,no,no,one year,0,bank transfer (automatic),19.95,1244.8,0,1236.9,low
4236-ujpwo,female,0,0,0,2,0,no,dsl,no,no,no,no,no,no,month-to-month,0,electronic check,24.5,46.4,0,49,low
9392-xbgtd,male,0,0,1,27,1,no,no,no,no,no,no,no,no,two year,0,mailed check,20.6,581.85,0,556.2,low
3387-vatus,male,0,0,0,5,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,1,bank transfer (automatic),94.85,462.8,1,474.25,high
6402-ssejg,female,0,0,0,25,0,no,dsl,yes,yes,yes,no,yes,yes,one year,0,electronic check,61.05,1540.2,0,1526.25,medium
1143-nmnqj,female,0,0,0,2,1,yes,fiber optic,no,no,no,no,no,yes,month-to-month,1,electronic check,85.7,169.8,1,171.4,high
1169-saocl,male,0,0,0,49,1,yes,fiber optic,no,yes,no,yes,yes,yes,one year,1,bank transfer (automatic),106.65,5168.1,0,5225.85,very_high
1110-kylgq,female,0,0,0,63,1,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,0,credit card (automatic),108.25,6780.1,0,6819.75,very_high
9929-plvpa,female,0,0,1,4,1,no,no,no,no,no,no,no,no,month-to-month,0,credit card (automatic),20.4,94.5,0,81.6,low
3518-pzxzq,female,0,1,0,1,1,no,dsl,no,no,no,no,yes,no,month-to-month,1,mailed check,55.3,55.3,0,55.3,medium
2371-jungc,male,0,0,0,11,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.25,208,0,222.75,low
7693-qpefs,male,1,0,0,52,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,bank transfer (automatic),72.95,3829.75,0,3793.4,high
0924-bjcrc,female,1,1,0,60,1,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,0,electronic check,89.45,5294.6,0,5367,high
5074-fbghb,male,0,0,0,64,1,yes,fiber optic,no,no,yes,yes,yes,yes,one year,1,credit card (automatic),104.65,6889.8,0,6697.6,very_high
2351-bkrzw,female,0,1,1,43,1,no,dsl,yes,no,yes,no,yes,yes,two year,0,bank transfer (automatic),75.2,3254.35,0,3233.6,high
4455-bfspd,female,0,1,0,61,1,yes,fiber optic,no,no,no,yes,yes,yes,one year,0,bank transfer (automatic),101.15,6383.9,0,6170.15,very_high
0415-mosgf,female,0,0,0,1,1,no,dsl,no,no,no,no,no,no,month-to-month,0,mailed check,44.4,44.4,1,44.4,medium
1724-bquha,male,1,0,0,5,1,no,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,89.5,477.7,1,447.5,high
3948-kxduf,male,0,0,0,66,1,yes,dsl,yes,yes,yes,yes,no,no,two year,0,bank transfer (automatic),68.75,4447.55,0,4537.5,medium
2323-arsvr,male,0,1,0,67,1,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,1,electronic check,111.05,7321.05,0,7440.35,very_high
0815-mfzgm,female,0,1,0,42,1,no,fiber optic,no,no,yes,yes,yes,yes,two year,1,credit card (automatic),99,4135,0,4158,high
4826-xtsoh,male,1,1,0,1,1,yes,fiber optic,no,no,no,no,yes,no,month-to-month,1,electronic check,86.05,86.05,1,86.05,high
5480-xtffl,female,0,1,1,31,1,no,no,no,no,no,no,no,no,two year,0,mailed check,21,697.7,0,651,low
8295-fhivv,male,0,0,0,7,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,19.4,168.65,0,135.8,low
2495-inzwq,male,0,0,0,4,0,no,dsl,no,no,no,no,yes,yes,month-to-month,1,electronic check,44.55,174.3,1,178.2,medium
9086-yjyxs,male,0,1,1,34,1,yes,dsl,no,no,yes,no,yes,yes,one year,0,bank transfer (automatic),77.2,2753.8,0,2624.8,high
1179-inlat,male,0,0,0,3,1,no,no,no,no,no,no,no,no,one year,1,mailed check,19.45,69.25,0,58.35,low
7909-fioiy,female,0,1,1,19,0,no,dsl,no,no,no,no,no,no,month-to-month,1,mailed check,24.85,434.8,0,472.15,low
4139-sugld,male,0,1,1,31,0,no,dsl,yes,no,no,yes,no,no,month-to-month,0,bank transfer (automatic),35.4,1077.5,1,1097.4,medium
6857-vwjdt,female,0,0,0,1,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,0,mailed check,95.65,95.65,1,95.65,high
6351-scjkt,male,0,0,0,3,0,no,dsl,yes,no,yes,yes,no,no,month-to-month,0,mailed check,41.35,107.25,0,124.05,medium
5468-bpmmo,male,0,1,0,46,1,no,no,no,no,no,no,no,no,month-to-month,0,electronic check,19.6,851.2,0,901.6,low
5624-bqssa,female,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.95,20.95,1,20.95,low
0197-pnknk,female,0,1,1,69,1,yes,fiber optic,yes,no,yes,no,no,no,one year,0,bank transfer (automatic),84.45,5848.6,0,5827.05,high
2439-qkjul,male,0,0,0,5,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.25,109.8,0,101.25,low
1194-spvsp,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,bank transfer (automatic),19.65,19.65,0,19.65,low
9534-nsxem,male,0,0,0,26,1,no,no,no,no,no,no,no,no,one year,1,credit card (automatic),20.65,595.5,0,536.9,low
2408-witxk,female,1,0,0,10,0,no,dsl,no,no,no,no,no,yes,month-to-month,1,electronic check,34.7,329.8,1,347,medium
8929-kswih,male,0,0,0,25,1,no,fiber optic,no,no,yes,yes,yes,yes,two year,0,bank transfer (automatic),99.3,2513.5,0,2482.5,high
2250-ivbwa,male,0,1,1,64,1,no,fiber optic,yes,yes,no,no,no,no,month-to-month,0,electronic check,81.05,5135.35,0,5187.2,high
1810-mvmai,male,0,1,1,30,1,yes,dsl,yes,yes,yes,yes,no,no,month-to-month,0,electronic check,67.6,2000.2,0,2028,medium
9506-uxusk,male,0,0,0,13,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,70.15,931.75,0,911.95,high
1229-rcalf,female,0,1,0,64,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,1,electronic check,115,7396.15,0,7360,very_high
3572-uolyz,female,0,0,1,46,1,yes,fiber optic,no,no,yes,yes,no,no,month-to-month,1,bank transfer (automatic),84.8,3958.85,0,3900.8,high
1429-uyjsv,female,0,0,0,12,1,no,no,no,no,no,no,no,no,one year,0,mailed check,19.7,260.9,0,236.4,low
5577-otwww,female,0,0,0,15,1,no,no,no,no,no,no,no,no,month-to-month,0,bank transfer (automatic),19.75,297.3,1,296.25,low
6100-qqheb,male,0,1,1,17,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,92.55,1515.1,1,1573.35,high
6366-xivkz,female,0,1,1,13,1,no,dsl,yes,no,yes,no,no,yes,month-to-month,1,mailed check,63.15,816.8,0,820.95,medium
3470-obuet,female,0,1,1,67,1,yes,dsl,yes,yes,no,yes,yes,no,two year,0,credit card (automatic),74,4868.4,0,4958,high
2770-nsvdg,male,0,1,0,24,0,no,dsl,no,no,yes,no,no,no,month-to-month,0,electronic check,29.1,688,0,698.4,low
9375-mhrrs,male,0,0,0,6,1,no,dsl,no,no,no,yes,no,no,month-to-month,0,mailed check,50.05,288.35,0,300.3,medium
2634-hczgt,male,1,1,0,53,1,yes,dsl,yes,no,no,yes,no,no,one year,1,electronic check,60.05,3229.65,1,3182.65,medium
7503-qqrvf,male,1,1,0,16,1,no,fiber optic,no,yes,no,no,no,no,month-to-month,1,credit card (automatic),74.3,1178.25,1,1188.8,high
4860-yzgzm,male,0,0,0,10,1,no,no,no,no,no,no,no,no,month-to-month,0,electronic check,20,185.4,0,200,low
6599-gzwcm,female,0,0,0,13,1,no,fiber optic,no,yes,no,no,no,no,one year,1,mailed check,74.65,966.25,0,970.45,high
2691-nzetq,male,0,0,0,9,1,yes,fiber optic,no,no,no,no,yes,no,month-to-month,1,electronic check,85.35,758.6,1,768.15,high
4404-hibdj,female,0,0,0,25,1,no,dsl,yes,yes,yes,yes,yes,no,one year,0,mailed check,74.3,1863.8,1,1857.5,high
5533-nhfrf,male,1,0,0,7,0,no,dsl,no,yes,no,yes,no,yes,month-to-month,1,electronic check,44.4,265.8,0,310.8,medium
7037-mtyvw,male,0,1,1,38,1,yes,dsl,yes,no,yes,yes,yes,yes,two year,1,bank transfer (automatic),85.4,3297,0,3245.2,high
4760-thgot,female,0,1,0,43,1,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,1,electronic check,94.1,4107.3,0,4046.3,high
7295-jommd,female,0,0,1,4,1,no,fiber optic,no,no,yes,yes,yes,yes,month-to-month,1,bank transfer (automatic),98.1,396.3,1,392.4,high
4016-bjktz,female,0,0,0,25,1,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,0,electronic check,108.9,2809.05,0,2722.5,very_high
6584-vqmyt,male,0,0,1,27,1,no,dsl,yes,yes,no,no,no,no,one year,0,mailed check,56.2,1567.55,0,1517.4,medium
9838-bfcqt,male,0,1,1,72,1,yes,no,no,no,no,no,no,no,two year,0,mailed check,26.1,1851.45,0,1879.2,low
2790-xuymv,male,0,0,1,71,1,yes,fiber optic,yes,yes,no,no,no,no,one year,1,credit card (automatic),85.45,6028.95,0,6066.95,high
0581-mdmpw,female,0,0,0,24,1,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,1,credit card (automatic),88.95,2072.75,0,2134.8,high
5013-sbuih,female,0,0,0,50,1,yes,fiber optic,yes,yes,no,yes,yes,yes,two year,1,electronic check,109.65,5551.15,1,5482.5,very_high
1023-bqxze,male,0,0,0,57,1,no,dsl,yes,no,yes,no,yes,yes,two year,1,bank transfer (automatic),74.35,4317.35,0,4237.95,high
9163-ghaye,female,0,0,0,15,1,no,dsl,no,yes,no,no,no,no,month-to-month,0,electronic check,48.85,736.8,0,732.75,medium
3904-ukfre,male,0,0,0,4,1,yes,fiber optic,yes,no,no,no,no,no,month-to-month,1,electronic check,80.1,336.15,0,320.4,high
5353-wilci,female,0,0,0,28,1,no,dsl,yes,yes,no,no,no,no,month-to-month,0,electronic check,56.05,1522.65,0,1569.4,medium
0709-tvgur,female,1,0,0,9,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,74.55,622.9,1,670.95,high
0058-evzwm,female,0,1,0,55,1,yes,fiber optic,yes,no,no,no,yes,no,month-to-month,1,bank transfer (automatic),89.8,4959.6,0,4939,high
6023-yebup,male,0,0,0,3,1,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,1,electronic check,100.95,329.95,1,302.85,very_high
7209-jcuds,male,0,0,0,10,1,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,1,electronic check,94.9,1048.85,1,949,high
7009-pcars,male,0,0,1,55,1,no,no,no,no,no,no,no,no,one year,0,bank transfer (automatic),19.1,1001.5,0,1050.5,low
0519-drgti,female,0,1,1,20,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.35,442.6,0,407,low
1017-fbqmm,female,0,1,1,62,1,yes,fiber optic,no,yes,no,yes,yes,yes,one year,1,credit card (automatic),106.05,6703.5,0,6575.1,very_high
3001-cbhlq,male,1,1,0,32,1,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,1,electronic check,104.9,3351.55,1,3356.8,very_high
1985-mbryp,female,0,0,0,43,1,no,no,no,no,no,no,no,no,two year,1,bank transfer (automatic),19.65,779.25,0,844.95,low
6158-dwpzt,male,0,1,0,9,0,no,dsl,no,no,no,no,no,no,one year,0,bank transfer (automatic),24.1,259.8,1,216.9,low
9372-txxps,female,0,1,0,60,1,no,dsl,yes,yes,no,yes,no,no,two year,0,bank transfer (automatic),59.85,3483.45,0,3591,medium
3259-qmxun,male,0,1,0,58,1,yes,dsl,yes,yes,yes,no,yes,yes,two year,1,electronic check,86.1,4890.5,0,4993.8,high
1015-jpfyw,male,0,0,1,7,1,no,no,no,no,no,no,no,no,one year,0,mailed check,19.45,136.75,0,136.15,low
6645-mxqjt,male,0,1,1,2,1,no,fiber optic,yes,no,no,no,yes,yes,month-to-month,0,electronic check,97.1,184.15,0,194.2,high
4360-qrave,male,1,0,0,37,0,no,dsl,no,yes,yes,no,no,no,month-to-month,0,electronic check,36.65,1315,0,1356.05,medium
8433-wpjtv,female,1,1,1,65,1,yes,fiber optic,no,no,yes,yes,yes,yes,one year,1,bank transfer (automatic),103.9,6767.1,0,6753.5,very_high
5804-jmyio,female,0,1,1,39,1,no,no,no,no,no,no,no,no,two year,0,mailed check,19.75,757.95,0,770.25,low
3763-gczhz,male,0,1,0,66,1,yes,fiber optic,no,yes,no,yes,yes,yes,one year,1,electronic check,104.05,6890,1,6867.3,very_high
6484-latfu,male,0,0,0,68,1,yes,no,no,no,no,no,no,no,two year,0,mailed check,24.55,1657.4,0,1669.4,low
7599-ntmdp,female,0,1,1,62,0,no,dsl,yes,yes,no,yes,yes,no,two year,0,bank transfer (automatic),48.7,3008.55,0,3019.4,medium
0772-gyeqq,male,0,0,0,3,1,no,fiber optic,no,no,yes,yes,yes,no,month-to-month,1,mailed check,88.35,262.05,1,265.05,high
0536-acxip,female,0,1,0,72,1,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,1,electronic check,109.55,8165.1,0,7887.6,very_high
0936-nqlju,female,0,1,0,41,1,no,no,no,no,no,no,no,no,two year,0,credit card (automatic),20.65,875.55,0,846.65,low
4831-eobfe,male,0,1,1,29,1,no,fiber optic,yes,no,no,no,yes,yes,month-to-month,0,credit card (automatic),94.65,2649.15,1,2744.85,high
1575-krzze,female,0,0,0,4,1,no,dsl,yes,yes,no,no,no,no,month-to-month,0,electronic check,55.2,220.65,0,220.8,medium
3251-ymvwz,male,0,0,0,53,1,yes,no,no,no,no,no,no,no,one year,0,bank transfer (automatic),24.05,1301.9,0,1274.65,low
4102-oqupx,male,1,1,0,1,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,74.4,74.4,1,74.4,high
9170-gyzjc,female,0,1,1,41,1,yes,dsl,yes,yes,yes,yes,no,yes,month-to-month,0,credit card (automatic),79.9,3326.2,1,3275.9,high
4884-levmq,male,0,1,0,39,1,no,no,no,no,no,no,no,no,two year,1,bank transfer (automatic),20.45,790,0,797.55,low
8857-cupfq,male,0,1,0,63,1,no,no,no,no,no,no,no,no,two year,0,mailed check,19.25,1237.65,0,1212.75,low
7610-tvopg,male,0,0,0,15,1,yes,no,no,no,no,no,no,no,month-to-month,1,electronic check,26.35,378.6,0,395.25,low
3638-dimph,female,0,1,0,13,1,no,dsl,no,no,no,no,no,no,one year,0,electronic check,43.8,592.65,0,569.4,medium
1845-zllig,male,0,0,0,1,1,no,dsl,no,yes,no,no,no,no,month-to-month,1,mailed check,50.15,50.15,0,50.15,medium
8559-wnqzs,male,0,0,0,1,1,no,no,no,no,no,no,no,no,two year,0,mailed check,20.45,20.45,0,20.45,low
3999-qgrjh,male,1,0,0,8,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,69.7,560.85,1,557.6,medium
1699-uotxu,male,0,0,0,60,1,no,dsl,yes,yes,yes,no,no,no,two year,0,electronic check,61.4,3638.25,0,3684,medium
2454-rpbrz,female,1,1,0,12,1,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,1,electronic check,98.1,1060.2,1,1177.2,high
0635-wkold,male,0,1,0,40,1,yes,dsl,no,yes,no,yes,yes,no,one year,0,credit card (automatic),70.75,2921.75,0,2830,high
5993-jsuwv,female,0,0,0,66,1,no,dsl,yes,yes,yes,no,no,no,two year,1,bank transfer (automatic),61.15,4017.45,0,4035.9,medium
4518-fzbsx,male,0,1,1,42,1,no,no,no,no,no,no,no,no,one year,0,mailed check,20.25,854.9,0,850.5,low
5387-asznz,female,1,0,0,66,1,yes,dsl,yes,yes,no,yes,no,no,one year,1,credit card (automatic),63.85,4174.35,0,4214.1,medium
6988-cjeyv,male,0,0,0,49,1,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,0,electronic check,98.7,4920.55,0,4836.3,high
2002-mzhwp,female,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.5,20.5,1,20.5,low
3097-fqtvj,female,0,0,0,41,1,no,no,no,no,no,no,no,no,two year,0,mailed check,20,810.3,0,820,low
5465-bubfa,female,0,1,1,41,1,no,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),19.3,772.4,0,791.3,low
7299-gnvpl,female,0,1,1,23,1,no,fiber optic,yes,yes,no,yes,no,no,month-to-month,0,mailed check,84.4,1936.85,0,1941.2,high
9743-dqkqw,male,0,0,0,3,0,no,dsl,no,no,no,no,no,no,month-to-month,0,electronic check,25.1,79.8,0,75.3,low
1215-vfyvk,female,0,0,0,4,0,no,dsl,yes,no,yes,yes,no,yes,month-to-month,0,mailed check,48.25,202.25,0,193,medium
9371-bithb,female,0,1,1,52,1,no,no,no,no,no,no,no,no,two year,0,mailed check,19.85,1070.5,0,1032.2,low
2265-cywiv,female,1,1,0,4,1,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,1,electronic check,99.6,347.65,1,398.4,high
9093-fpdlg,female,0,0,0,11,1,no,fiber optic,no,yes,yes,yes,no,yes,month-to-month,1,electronic check,94.2,999.9,0,1036.2,high
0541-fitgh,female,0,1,0,2,1,no,dsl,yes,no,no,no,no,yes,month-to-month,1,mailed check,62.15,113.1,0,124.3,medium
6985-haywx,female,0,1,0,26,1,yes,fiber optic,no,yes,no,no,no,no,month-to-month,0,bank transfer (automatic),79.3,2015.8,0,2061.8,high
7508-kbimb,male,0,1,1,24,1,no,dsl,yes,no,yes,no,no,no,one year,1,credit card (automatic),56.25,1454.25,0,1350,medium
6838-hvlxg,female,0,0,0,12,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.3,246.7,0,243.6,low
2277-djjdl,male,1,1,0,60,1,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,1,electronic check,99,6017.9,0,5940,high
1897-okvmw,female,0,1,1,64,1,yes,dsl,yes,yes,yes,yes,yes,yes,two year,1,mailed check,90.6,5817.45,0,5798.4,high
5485-itnpc,male,0,1,0,66,1,no,dsl,yes,yes,yes,yes,yes,yes,two year,1,bank transfer (automatic),85.9,5595.3,0,5669.4,high
0233-fthav,female,0,0,0,60,1,yes,fiber optic,no,no,yes,no,no,no,one year,1,bank transfer (automatic),79.2,4765,0,4752,high
4644-pizrt,male,0,1,1,17,1,yes,dsl,yes,no,yes,no,yes,no,one year,1,bank transfer (automatic),70.35,1201.65,0,1195.95,high
8922-npkbj,male,0,1,1,42,1,no,no,no,no,no,no,no,no,two year,0,mailed check,19.35,867.3,0,812.7,low
